fname,corpus,TimeSig,KeySig,last_mc,last_mn,length_qb,last_mc_unfolded,last_mn_unfolded,length_qb_unfolded,all_notes_qb,n_onsets,n_onset_positions,guitar_chord_count,form_label_count,label_count,composed_start,composed_end,composer,workTitle,movementNumber,movementTitle,workNumber,poet,lyricist,arranger,copyright,creationDate,mscVersion,platform,source,translator,title_text,subtitle_text,composer_text,musescore,ms3_version,subdirectory,rel_path,has_drumset,ambitus,typesetter,pdf,staff_1_instrument,staff_1_ambitus,staff_2_instrument,staff_2_ambitus,originalFormat,transcriber,staff_3_instrument,staff_3_ambitus,volta_mcs,part_name_text,text,lyricist_text,comments,comment,annotated_key,harmony_version,annotators,reviewers,composed_source,imslp,viaf,musicbrainz,wikidata,year,median_recording,qb_per_minute,sounding_notes_per_qb,sounding_notes_per_minute,percentage_resonances_1,percentage_resonances_2,percentage_resonances_3,percentage_resonances_4,percentage_resonances_5,percentage_resonances_6,percentage_resonances_entropy_1,percentage_resonances_entropy_2,percentage_resonances_entropy_3,percentage_resonances_entropy_4,percentage_resonances_entropy_5,percentage_resonances_entropy_6,moments_of_inertia_1,moments_of_inertia_2,moments_of_inertia_3,moments_of_inertia_4,moments_of_inertia_5,moments_of_inertia_6,partition_entropy,inverse_coherence
l123-11_preludes_tierces,debussy_preludes,1: 2/4,"1: 0, 81: 4, 91: 0, 108: -3, 125: 0",165,165,330.0,165,165,330.0,678.5,2152,1066,0,0,0,1910,1912,Claude Debussy,Les tierces alternees,,,,,,,,2020-05-30,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6181118,,Les tierces alternées,"(Alternating Thirds)

No 11 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-11_preludes_tierces.mscx,0,32-91 (Ab1-G6),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,53-84 (F3-C6),Grand Piano,32-91 (Ab1-G6),,,Grand Piano,34-52 (Bb1-E3),,,,,,,,,,,,,,,,1911.0,160.426,123.42139054766685,2.056060606060606,253.76185905027864,1.0092663593277964,0.02758658918524404,0.023743313531840983,0.2066684528043902,0.6238301567797785,0.10890512837095001,0.0008444279680229163,0.0013276125992600573,0.0012805118150164274,0.013107689612960868,0.05680408802091918,0.00894076218300354,5.32632134226995e-05,0.00029449572688280664,8.707542435804121e-05,0.004263305780699813,0.027997992319703235,0.0007531779759758885,0.12332609616909478,-0.21806297413184958
l123-12_preludes_feux,debussy_preludes,"1: 4/8, 30: 2/8, 31: 4/8, 32: 3/8, 33: 4/8, 38: 6/8, 39: 4/8, 44: 2/8, 45: 4/8, 68: 4/4, 69: 5/4, 70: 4/8, 87: 6/8, 89: 4/8","1: -1, 41: -5, 47: 0, 57: 3, 61: 0, 65: 6, 68: 0, 70: 6, 73: 0, 81: -1, 89: 0",100,100,206.25,100,100,206.25,515.73,2953,2122,0,0,0,1910,1912,Claude Debussy,Feux d'artifice,,,,,,,,2020-05-28,3.02,Apple Macintosh,http://musescore.com/user/6053266/scores/6177740,,Feux d'artifice,"(Fireworks)

No 12 from Préludes Book 2
","Claude Debussy
(1862-1918)
",3.6.2,1.2.9,debussy_preludes/MS3,debussy_preludes/MS3/l123-12_preludes_feux.mscx,0,25-96 (Db1-C7),https://musescore.com/derek_john_benton,https://imslp.org/wiki/Special:ReverseLookup/510,Grand Piano,34-96 (Bb1-C7),Grand Piano,25-93 (Db1-A6),,,Grand Piano,27-71 (Eb1-B4),,,,,,,,,,,,,,,,1911.0,264.724,46.74680044121425,2.500509090909091,116.89079947416934,1.0542296252230814,0.21111243307555028,0.22143961927424152,0.26208209399167165,0.0423081499107674,0.20882807852468768,0.008692571484431163,0.03254960945043666,0.042192272129191855,0.049288008860110304,0.006878357546062108,0.028159454119062496,0.00018685990057322292,0.009038003213068357,0.00966877085537373,0.004545801630761571,0.00017669997764706652,0.003248220961634502,0.18711956103209032,-0.17647235885593693
l132_berceuse,debussy_other_piano_pieces,1: 2/2,"1: -6, 38: 0, 49: -6",68,68,272.0,68,68,272.0,1408.5,850,329,0,0,0,1914,1914,Claude Debussy,Claude Debussy Berceuse Héroïque,,,,,,,,2020-05-24,3.02,Apple Macintosh,https://musescore.com/user/4887176/scores/6174172,,Berceuse Héroïque,"pour rendre hommage à S.M. le Roi ALBERT 1er de Belgique
et à ses Soldats
","Claude Debussy
1914
",3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l132_berceuse.mscx,0,26-84 (D1-C6),https://musescore.com/user/4887176,,Grand Piano,46-82 (Bb2-Bb5),Grand Piano,38-84 (D2-C6),,,Grand Piano,26-68 (D1-Ab4),,,,,,,,,,,,,,,,1914.0,258.2395,63.19714838357416,5.178308823529412,327.25435109655956,0.9984320934256056,0.004811851211072664,0.05238970588235294,0.24418793252595156,0.6157006920415224,0.08447772491349481,7.24878190768159e-05,0.0005843551888863117,0.007133807708826358,0.04825565580831329,0.07789559808468402,0.008486898730921875,4.27475529548534e-07,5.584962170328678e-06,0.0002363851955937869,0.00420246926474982,0.04030013076010863,0.0015877444599160775,0.11944071841388501,-0.30391756445779167
l133_page,debussy_other_piano_pieces,1: 3/4,1: -1,38,38,114.0,38,38,114.0,361.0,289,167,0,0,0,1915,1915,Claude Debussy,Page d'album,,,,,(1862-1918),,,2021-07-07,,Microsoft Windows,http://musescore.com/user/39300366/scores/6864283,,Page d'album,"<font size=""10""/>Albumleaf
<font size=""12""/>
<font size=""10""/>Pièce pour l'oeuvre du ""Vêtement du blessé""<font size=""16""/> ",Claude Debussy,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l133_page.mscx,0,29-89 (F1-F6),https://musescore.com/user/39300366,,Piano,53-89 (F3-F6),Piano,29-77 (F1-F5),,,,,,,,(1862-1918),,,,,,,,,,,,1915.0,68.613,99.6895632023086,3.1666666666666665,315.68361680731056,0.9926131117266851,0.0030778701138811943,0.1317328408741151,0.6638965835641736,0.18282548476454294,0.02585410895660203,3.053985083482322e-05,0.000690036397186489,0.03906764958472473,0.21947080320707105,0.0432880317739033,0.006855808671500462,1.7641776583361963e-07,8.289123883182655e-08,0.002854893146155299,0.0659317704842721,0.005209628467420651,0.00015450179119123704,0.1452943041151131,-0.4287125242147106
l136-01_etudes_cinq,debussy_etudes,"1: 4/4, 6: 2/4, 7: 6/16, 11: 4/4, 17: 6/16, 21: 3/8, 27: 12/16, 97: 2/4","1: 0, 48: -7, 56: 0, 75: -4, 90: 0, 111: -5, 113: 0",116,116,317.0,116,116,317.0,682.37,2067,1354,0,0,0,1915,1915,Claude Debussy,Étude no.1: pour les cinq doigts,,,,,,,,2021-08-13,,Microsoft Windows,http://musescore.com/user/36526887/scores/6959034,,Étude no.1: pour les cinq doigts,D'après Monsieur Czerny,C. DEBUSSY,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-01_etudes_cinq.mscx,0,24-95 (C1-B6),https://musescore.com/user/36526887,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,31-95 (G1-B6),Piano,24-84 (C1-C6),,,,,,,,,,,,,,,,,,,,1915.0,183.0,103.93442622950819,2.1525867507886436,223.727868852459,0.9999198846338728,0.007811248197404262,0.29354270149014583,0.17583319980772313,0.47917000480692196,0.04372296106393206,0.00033448665175222727,0.0007692666107680052,0.04852336326873769,0.021958760702138598,0.09483267617280923,0.0037899393105866926,9.256176528331115e-07,1.4298565375968658e-05,0.01509493632793444,0.00262411764823642,0.017728041984633406,0.0006208988032725393,0.1424312503528377,-0.24394404712594478
l136-02_etudes_tierces,debussy_etudes,1: 4/4,"1: -5, 9: 0, 14: -5, 31: 4, 35: -5, 42: 0, 49: -5, 57: 0, 63: -5",80,76,304.0,80,76,304.0,1271.42,3336,1159,0,0,0,1915,1915,,,,,,,,,,2022-02-16,,Microsoft Windows,,,Pour les Tierces,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-02_etudes_tierces.mscx,0,26-94 (D1-Bb6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,45-94 (Bbb2-Bb6),Piano,26-92 (D1-Ab6),,,,,,,,,,,,,,,,,,,,1915.0,215.0,84.83720930232558,4.182302631578947,354.8148837209303,0.9969918628808865,0.006016274238227147,0.01607946675900277,0.29007963988919666,0.6858336218836565,0.004999134349030471,6.171690397683413e-05,0.0014794848901481705,0.0021705033833189324,0.08586010655793354,0.17193730267559146,0.0008077103530362865,9.826974059414794e-09,2.5687147026511873e-06,4.0676595642050624e-05,0.007237287977324626,0.040717139874680536,3.60891211105574e-06,0.09828468013269732,-0.30131539774907895
l136-03_etudes_quartes,debussy_etudes,"1: 6/8, 7: 3/4, 13: 6/8, 19: 3/8, 20: 6/8, 22: 3/8, 23: 6/8, 25: 3/4","1: -1, 29: -6, 46: 3, 49: 0, 65: -1",85,85,252.0,85,85,252.0,969.83,1586,677,0,0,0,1915,1915,,,,,,,,,,2022-02-28,,Microsoft Windows,,,Pour les Quartes,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-03_etudes_quartes.mscx,0,29-92 (F1-Ab6),,,Piano,36-92 (C2-Ab6),Piano,29-82 (F1-Bb5),,,,,,,,,,,,,,,,,,,,1915.0,311.14,48.595487561869255,3.848531746031746,187.0212765957447,0.998656,0.050336,0.048512,0.077984,0.821344,0.003168,0.00024225705063018517,0.004867516456448072,0.005371695298771705,0.008962354236923197,0.1118793490132783,0.00022109490218528917,3.86644426662039e-05,0.0003504287127080847,0.00025648358663034733,0.00040029444631173186,0.03686845098485236,3.676409132124567e-06,0.10139957199399788,-0.2531838411478079
l136-04_etudes_sixtes,debussy_etudes,"1: 3/4, 18: 4/4, 19: 3/4, 42: 4/4, 43: 3/4, 56: 2/4, 57: 3/4","1: -5, 21: -1, 27: -6, 30: -3, 32: 1, 33: -6, 38: -1, 46: -5",59,59,179.0,59,59,179.0,680.08,1734,614,0,0,0,1915,1915,,Pour les Sixtes,,,,,,,,2022-03-02,,Microsoft Windows,,,Pour les Sixtes,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-04_etudes_sixtes.mscx,0,25-94 (Db1-Bb6),,,Piano,48-94 (C3-Bb6),Piano,25-77 (Db1-F5),,,,,,,,,,,,,,,,,,,,1915.0,257.0,41.78988326848249,3.7993296089385478,158.77354085603113,0.9947255079429481,0.00037452014606285694,0.08358041259636091,0.28438563091039604,0.31840454417777225,0.3185293842264598,7.045994021598461e-05,4.405712515490621e-05,0.01683200024729543,0.05425201894906106,0.0737540241183894,0.05103453231072118,5.111666202654373e-08,3.386029338306291e-09,0.002306403037424091,0.006739508731889332,0.01283376070838815,0.01903964650416304,0.14539583366131859,-0.2656192378694296
l136-05_etudes_octaves,debussy_etudes,1: 3/8,"1: 4, 11: 0, 13: 4, 15: 0, 21: 4, 23: -3, 29: 0, 33: -3, 49: -5, 59: 4, 68: -5, 83: 4, 93: -4, 95: 0, 109: 4, 115: 0, 119: 4",121,121,181.5,121,121,181.5,595.83,2046,831,0,0,0,1915,1915,,Pour les Octaves,,,,,,,,2022-03-02,,Microsoft Windows,,,Pour les Octaves,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-05_etudes_octaves.mscx,0,24-95 (C1-B6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,29-95 (F1-B6),Piano,24-79 (C1-G5),,,,,,,,,,,,,,,,,,,,1915.0,161.106,67.59524784924211,3.282809917355372,221.9023500055864,0.9960013430603462,0.001770397729007051,0.3391837855987302,0.24639052531973993,0.4009035133237691,0.015750434968407556,0.00024223295408712852,0.00018736089802105942,0.0642819178030345,0.03794472504044882,0.06505443475632415,0.0028958466660589763,8.591342958616057e-08,4.02754694797627e-07,0.009173624271597635,0.007598743592132148,0.00953888442185366,9.137766882793672e-05,0.15855031959951335,-0.17003374411579172
l136-06_etudes_huit,debussy_etudes,"1: 3/4, 2: 2/4, 4: 3/4, 5: 2/4, 43: 3/4, 44: 2/4, 46: 3/4, 47: 2/4, 55: 3/4, 61: 2/4","1: -6, 13: -3, 29: 0, 33: -6",69,68,146.0,69,68,146.0,175.25,1389,1206,0,0,0,1915,1915,,,,,,,,,,2022-02-16,,Microsoft Windows,,,Pour les huit doigts,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-06_etudes_huit.mscx,0,30-90 (Gb1-Gb6),,,Piano,37-90 (Db2-Gb6),Piano,30-89 (Gb1-F6),,,,,,,,,,,,,,,,,,,,1915.0,93.133,94.0590338548098,1.2003424657534247,112.90305262366724,1.1418787158145065,0.004280618311533888,0.009417360285374553,0.43310344827586206,0.40038049940546966,0.01093935790725327,0.0077451984124972196,0.00023887445826852223,0.0006952413601747988,0.040835390572257504,0.0337131580864448,0.0010333885167474117,0.002205637757634781,1.2085958891714943e-06,6.226960756093496e-05,0.012739958325833294,0.014046720150777197,4.900103531588893e-06,0.1598029343140556,-0.17798017077988493
l136-07_etudes_degres,debussy_etudes,1: 2/4,1: 0,88,88,176.0,88,88,176.0,567.5,1953,1301,0,0,0,1915,1915,,,,,,,,,,2022-02-18,,Microsoft Windows,,,Pour les degrés chromatiques,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-07_etudes_degres.mscx,0,27-94 (Eb1-Bb6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,46-94 (Bb2-Bb6),Piano,27-88 (Eb1-E6),,,,,,,,,,,,,,,,,,,,1915.0,133.0,79.3984962406015,3.2244318181818183,256.01503759398497,1.0061714285714285,0.02357551020408163,0.08169795918367347,0.614465306122449,0.03676734693877551,0.23732244897959184,0.0024896534092130715,0.003164635096830265,0.007784238586519301,0.11724090675313124,0.003522862900034707,0.030002282994242808,7.179472729336699e-06,2.5249819966443365e-05,0.0008708320565589235,0.025186161732084766,7.552774722432332e-05,0.007510942828959323,0.15114695180163457,-0.2272995224831898
l136-08_etudes_agrements,debussy_etudes,"1: 6/8, 8: 2/4, 10: 6/8, 28: 3/8, 29: 6/8, 42: 5/8, 44: 6/8, 47: 3/8, 48: 6/8, 56: 2/4, 58: 6/8","1: -1, 10: -6, 12: -1, 13: 0, 20: 3, 27: 0, 32: 3, 35: 0, 40: 5, 43: -4, 46: 4, 49: -1",62,52,151.0,62,54,151.0,496.27,2135,1144,0,0,0,1915,1915,,Pour les agréments,,,,,,,,2022-03-05,,Microsoft Windows,,,Pour les agréments,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-08_etudes_agrements.mscx,0,28-95 (E1-B6),,,Piano,36-95 (C2-B6),Piano,28-86 (E1-D6),,,,,,,,,,,,,,,,,,,,1915.0,288.746,31.377058037167618,3.2865562913907285,103.12246749738524,0.9945497950542769,0.002252150804017837,0.3341290932840863,0.12612044502499886,0.46259177514526373,0.08035674068735643,0.00021433969336308217,0.00014527209859032205,0.07788348994318367,0.027532299318980578,0.12690000697652232,0.018185329653131993,1.229957474518782e-07,1.2955359994684697e-06,0.01497879404525408,0.001509836930068972,0.009283697949290608,0.0005152337670933715,0.15762167647330913,-0.18643614351737128
l136-09_etudes_notes,debussy_etudes,1: 4/4,"1: 1, 28: 0, 50: 1, 59: 4, 63: 0, 67: 1",85,84,336.0,85,84,336.0,734.62,2026,1262,0,0,0,1915,1915,,,,,,,,,,2022-02-20,,Microsoft Windows,,,Pour les notes répétées,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-09_etudes_notes.mscx,0,27-94 (Eb1-Bb6),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,29-94 (F1-Bb6),Piano,27-86 (Eb1-D6),,,,,,,,,,,,,,,,,,,,1915.0,192.4,104.78170478170478,2.186369047619048,229.09147609147607,1.0035801567333098,0.4776668560452344,0.07966525083642201,0.22489155822489157,0.02492582672762853,0.18927035143251358,0.000426907811157249,0.04010112944904187,0.004732039951197571,0.019405961500740927,0.0017589085805877276,0.014732264755215246,5.084420107929296e-06,0.020952283429705263,0.0005685621858089597,0.002602135930785103,0.00011237791889496362,0.0022162398805758744,0.1607043050897203,-0.17004540229260554
l136-10_etudes_sonorites,debussy_etudes,"1: 9/8, 15: 3/4, 38: 9/8, 59: 3/4","1: 4, 7: 0, 15: 4, 38: 7, 59: 4",75,75,277.5,75,75,277.5,1555.62,1149,440,0,0,0,1915,1915,,,,,,,,,,2022-02-22,,Microsoft Windows,,,Pour les sonorités opposées,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-10_etudes_sonorites.mscx,0,25-97 (C#1-C#7),tunescribers.com,https://imslp.org/wiki/Special:ReverseLookup/246285,Piano,44-97 (G#2-C#7),Piano,25-82 (C#1-A#5),,,Piano,29-87 (F1-D#6),,,,,,,,,,,,,,,,1915.0,323.693,51.43762762864814,5.6058378378378375,288.3509992492887,0.9987319496920449,0.01793385435536463,0.43411314114176286,0.31654676258992803,0.228637234097614,0.004037058123285545,0.0001557378005723222,0.0030648924936369374,0.08012067359326903,0.08778026088716241,0.035614680263672406,0.00043775872393756534,2.480210904255635e-05,2.667308120690559e-05,0.028719660740538104,0.005474906693160439,0.0069109723259271226,3.5144092501752e-06,0.14707129536040076,-0.2679458399018619
l136-11_etudes_arpeges,debussy_etudes,1: 3/4,"1: -4, 25: 4, 27: -4, 31: 4, 33: -4, 34: 4, 38: -3, 39: 5, 46: -4",67,67,201.0,67,67,201.0,479.4,1973,1338,0,0,0,1915,1915,Claude Debussy,12 Etudes (Livre II),11,"Pour les arpèges composés
", L.136,,,,Oli 2020,2019-09-30,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/6368039,,,,"	Debussy, Claude",3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-11_etudes_arpeges.mscx,0,26-97 (D1-C#7),https://musescore.com/user/4887176,https://imslp.org/wiki/Special:ReverseLookup/246286,Grand Piano,27-97 (Eb1-C#7),Grand Piano,26-90 (D1-F#6),,,,,,"Nr 11, CD 143 ; L.136 ; Nr 11","12 Etudes (Livre II); A la mémoire de Frédéric Chopin; Pour les arpèges composés
",,,,,,,,,,,,,1915.0,255.0,47.294117647058826,2.3850746268656717,112.8,0.9960859574253176,0.006262468119491932,0.02257518749526527,0.019797479861619657,0.9435115274866797,0.011767379611625968,0.00012528228411030201,0.0011336406627325832,0.0029976315295058525,0.0036840746325566185,0.32089282942453384,0.0025459988159211872,9.380865480571246e-08,3.866758401195352e-06,3.174670449689274e-05,9.717408001299568e-06,0.06543390619765271,2.6495780359291142e-05,0.07730027649951109,-0.39139770057448353
l136-12_etudes_accords,debussy_etudes,"1: 3/8, 81: 6/8, 86: 3/8, 87: 6/8, 106: 3/8","1: 0, 81: 6, 95: -3, 96: 6, 106: 0",182,181,308.0,182,181,308.0,1541.5,2865,590,0,0,0,1915,1915,,,,,,,,,,2022-02-14,,Microsoft Windows,,,,,,3.6.2,1.2.9,debussy_etudes/MS3,debussy_etudes/MS3/l136-12_etudes_accords.mscx,0,23-97 (B0-C#7),,,Piano,26-97 (D1-C#7),Piano,23-77 (B0-F5),,,,,,,,,,,,,,,,,,,,1915.0,296.06449999999995,62.41883103175154,5.00487012987013,312.398142972224,1.0302708782056043,0.0005092892232278326,0.5229551507177795,0.16859595327271376,0.2679497925707435,0.00971893600993114,0.002966511652282732,6.309144533274226e-05,0.10432142725830121,0.027695804382722223,0.04901854720527777,0.001736700761265625,0.0004291563380717456,9.356528977689999e-08,0.02795785758946031,0.004122150117940951,0.006795445625966456,3.6386484613176e-06,0.13012680700415544,-0.28983856322398055
l138_elegie,debussy_other_piano_pieces,"1: 4/4, 11: 3/4, 12: 4/4",1: -1,21,21,83.0,21,21,83.0,321.0,280,166,0,0,0,1915,1915,Claude Debussy,Elégie,,,,,,,,2020-05-26,3.02,Apple Macintosh,http://musescore.com/user/4887176/scores/6173997,,Elégie,,Claude Debussy,3.6.2,1.2.9,debussy_other_piano_pieces/MS3,debussy_other_piano_pieces/MS3/l138_elegie.mscx,0,33-74 (A1-D5),https://musescore.com/user/4887176,,Grand Piano,50-74 (D3-D5),Grand Piano,33-60 (A1-C4),,,,,,,,,,,,,,,,,,,,1915.0,133.973,37.17166891836415,3.8674698795180724,143.76030991319146,0.9885324430251125,0.017419073885905065,0.11874002032225286,0.06561184497024242,0.7481492233996225,0.06154739439686457,0.00011195496984870832,0.0057585214558988134,0.03140739090081846,0.019332264745567804,0.24783030010553447,0.014218279238489022,0.0,0.00013673117688017974,0.0011505314543553788,0.001152310844161097,0.06982926748318828,0.00038933376502990293,0.13500370398747505,-0.392373281603577
